#
147,1,Greataxe Orc,42,167.61273837235248,31.69123088353876,0.0:
19,1,Angel Slayer,212,178.87740156838566,85.57943849125223,0.0:
39,1,Greataxe Orc,42,154.3582128322486,69.04799455903552,0.0:
71,1,Greataxe Orc,42,180.89634469662158,140.23724324889966,0.0:
180,1,Greataxe Orc,42,178.15405042940412,115.49276126125682,0.0:
130,1,Greataxe Orc,42,189.34918439243756,194.13737223976688,0.0:
66,1,Greataxe Orc,42,154.40398311379172,197.266985394974,0.0:
138,1,Greataxe Orc,42,176.37639418612332,74.82442040998404,0.0:
171,1,Greataxe Orc,42,198.1251608471884,129.6028893353997,0.0:
170,1,Greataxe Orc,42,191.07330366174642,14.227958552845692,0.0:
11,0,Astral Deva,212,64.00167315839245,102.1013945739011,0.0:
14,1,Angel Slayer,212,162.8246448101073,137.28707352493197,0.0:
24,1,Angel Slayer,212,176.0075194913037,133.46032781415323,0.0:
37,1,Greataxe Orc,42,153.08664410022917,31.786174963168516,0.0:
146,1,Greataxe Orc,42,171.78767594100458,84.39983147224902,0.0:
140,1,Greataxe Orc,42,194.08971351474486,80.6478701970414,0.0:
185,1,Greataxe Orc,42,155.13805175329261,185.5902942288041,0.0:
204,1,Greataxe Orc,42,172.77415154500375,19.06573727134635,0.0:
195,1,Greataxe Orc,42,159.00864805745582,160.36750623460475,0.0:
201,1,Greataxe Orc,42,178.6619269862652,62.582279019012915,0.0:
1,0,Movanic Deva,286,39.704379915055476,76.87369658708786,0.0:
215,1,Greataxe Orc,12,151.95557193461758,36.89232302330811,0.0:
63,1,Greataxe Orc,42,177.82295681968634,97.17581299253878,0.0:
212,1,Greataxe Orc,2,152.935011600119,116.13428779263455,0.0:
17,1,Angel Slayer,212,195.75740201029723,60.59586722419822,0.0:
12,0,Astral Deva,212,44.92700750936459,87.69562354039482,0.0:
38,1,Greataxe Orc,42,162.84384785530014,106.28232858142877,0.0:
203,1,Greataxe Orc,42,164.82223852039007,188.9465182969212,0.0:
211,1,Greataxe Orc,42,163.61308876189204,156.6728428700747,0.0:
94,1,Greataxe Orc,42,196.95330200430163,126.67798548770554,0.0:
192,1,Greataxe Orc,42,168.38119583200375,163.88358865543694,0.0:
100,1,Greataxe Orc,42,189.93586365011433,54.10770072550601,0.0:
160,1,Greataxe Orc,42,199.31197135889573,9.119630403926632,0.0:
217,1,Greataxe Orc,42,157.34910957325286,185.93983434460463,0.0:
21,1,Angel Slayer,212,180.79213435238313,150.88948061999986,0.0:
112,1,Greataxe Orc,42,173.3292431975693,16.724858993907052,0.0:
139,1,Greataxe Orc,42,193.41859300326053,19.28310080642143,0.0:
77,1,Greataxe Orc,42,166.7765786579921,68.92461087829659,0.0:
184,1,Greataxe Orc,42,195.04426908089047,101.81374642638134,0.0:
22,1,Angel Slayer,212,183.49081458338657,36.169131235484016,0.0:
131,1,Greataxe Orc,42,182.60893627118764,38.64809398639448,0.0:
59,1,Greataxe Orc,42,171.29880921385592,127.8710806007161,0.0:
194,1,Greataxe Orc,42,185.5548375711102,28.088806530877314,0.0:
93,1,Greataxe Orc,42,186.8781421870994,87.9172902117258,0.0:
113,1,Greataxe Orc,42,174.41589756800457,179.81060197795367,0.0:
126,1,Greataxe Orc,42,168.47579327058992,52.988335448780184,0.0:
118,1,Greataxe Orc,42,168.39749149543883,160.1181081768033,0.0:
40,1,Greataxe Orc,42,170.75572568221676,102.13898963859424,0.0:
186,1,Greataxe Orc,42,189.46835049130013,132.5449991120456,0.0:
165,1,Greataxe Orc,42,164.1143369646431,141.82078346971096,0.0:
58,1,Greataxe Orc,10,150.78936303286505,54.50579017967265,0.0:
136,1,Greataxe Orc,42,161.45951126894005,74.83194187915852,0.0:
198,1,Greataxe Orc,42,166.2965410269165,198.3752471075263,0.0:
31,1,Greataxe Orc,42,159.0627502852456,182.18883391732209,0.0:
196,1,Greataxe Orc,42,182.08197348440257,191.72430265015137,0.0:
168,1,Greataxe Orc,42,182.9289402917926,90.64316299889913,0.0:
96,1,Greataxe Orc,42,153.5337499422035,179.03148155076212,0.0:
137,1,Greataxe Orc,42,183.96910980954908,115.83035069866591,0.0:
81,1,Greataxe Orc,42,186.80468946543948,104.69191927150125,0.0:
82,1,Greataxe Orc,42,159.10368871366546,33.85404201442233,0.0:
216,1,Greataxe Orc,42,190.84981955209838,119.29973526019909,0.0:
28,1,Greataxe Orc,42,159.543645887611,119.86887872166521,0.0:
29,1,Greataxe Orc,42,178.0962424221056,47.728950661024456,0.0:
79,1,Greataxe Orc,42,162.18570065883742,193.02394391817012,0.0:
98,1,Greataxe Orc,42,197.6634117879498,117.66479560741938,0.0:
